Sample,Solvent,Final [ ],GC-O no of beads used,GC-O incubation and extraction temperature,GC-O incubation time,GC-O extraction time,GC-O result,"GC-O contaminant, if identified",Impact on GNN performance,Disqualification reason,Selection reason,Sulfur,Amine,Phenyl,Nitrile,Ester,Carbonyl,Carboxylic.Acid,Alkyl.4.carbon.chain,8.atoms.or.fewer,13.atoms.or.more
224,,1.0,,,,,,,,Low intensity,gnn|fatty|prediction threshold=0.167,False,True,True,False,False,False,False,False,False,False
225,,1.0,,,,,,,,,rf|woody|prediction threshold=0.192,False,False,True,False,False,False,False,False,False,True
226,,1.0,,,,,,,,,gnn|ozone|prediction threshold=0.126,False,False,False,False,False,False,False,True,True,False
227,PG,0.1,,,,,,,,,rf|grassy|prediction threshold=0.034,False,True,False,False,False,False,False,False,False,False
228,PG,0.1,,,,,,,,,rf|sweet|prediction threshold=0.350,False,False,False,False,False,False,False,False,True,False
229,PG,0.01,,,,,,,,Suspected sulfurous impurity,rf|not coconut|prediction threshold=0.032,True,False,False,False,True,False,False,False,False,False
230,,1.0,,,,,,,,,gnn|hay|prediction threshold=0.064,False,False,False,False,True,False,False,False,False,False
231,PG,0.01,,,,,,,,,rf|meaty|prediction threshold=0.182,True,False,True,True,False,False,False,False,False,False
232,,1.0,,,,,,,,,rf|not powdery|prediction threshold=0.104,False,False,True,True,False,False,False,False,False,False
233,,1.0,,,,,,,,,gnn|roasted|prediction threshold=0.641,False,True,False,False,False,False,False,False,False,False
234,water,0.1,,,,,,,,Low intensity,gnn|roasted|prediction threshold=0.400,False,True,False,False,False,False,False,False,True,False
235,PG,0.1,,,,,,,,,gnn|not orange|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
236,PG,0.1,,,,,,,,,gnn|fermented|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,False
237,neat,1.0,10.0,55.0,10.0,10.0,mixed,CC(C)(C)O,bad,,gnn|winey|prediction threshold=0.400,False,False,False,False,False,False,False,False,True,False
238,,1.0,,,,,,,,,gnn|garlic|prediction threshold=0.002,False,False,True,False,False,False,False,False,False,False
239,,1.0,,,,,,,,Suspected sulfurous impurity,gnn|berry|prediction threshold=0.285,False,True,False,False,True,False,False,False,False,False
240,,1.0,,,,,,,,,rf|waxy|prediction threshold=0.042,False,True,True,False,False,False,False,False,False,True
241,PG,0.5,,,,,,,,,gnn|animal|prediction threshold=0.289,False,True,True,False,False,False,False,False,False,True
242,PG,0.1,,,,,,,,,rf|floral|prediction threshold=0.259,False,True,True,False,False,True,False,False,False,True
243,PG,0.05,10.0,55.0,10.0,10.0,contaminated,,unknown,,gnn|not tomato|prediction threshold=0.400,True,False,False,False,False,False,False,True,False,True
244,PG,0.1,,,,,,,,,gnn|alcoholic|prediction threshold=0.024,False,True,False,False,False,False,False,False,True,False
245,PG,0.3,,,,,,,,,gnn|coffee|prediction threshold=0.621,False,False,False,False,False,False,False,False,True,False
246,PG,0.05,,,,,,,,,rf|cheesy|prediction threshold=0.050,False,True,False,False,False,False,False,False,False,True
247,,1.0,,,,,,,,,gnn|ozone|prediction threshold=0.095,False,False,False,False,False,False,False,False,False,False
248,PG,0.1,,,,,,,,Garlicky michael acceptor,gnn|cheesy|prediction threshold=0.400,False,True,False,False,False,False,False,False,True,False
249,,1.0,,,,,,,,,rf|not sweet|prediction threshold=0.806,False,False,True,False,False,True,False,False,False,True
250,PG,0.1,,,,,,,,,gnn|spicy|prediction threshold=0.569,False,False,True,False,False,False,False,False,False,False
251,,1.0,,,,,,,,,gnn|vanilla|prediction threshold=0.361,False,False,True,False,False,True,False,False,False,False
252,PG,0.3,10.0,55.0,10.0,10.0,clean,,neutral,,gnn|not rose|prediction threshold=0.400,False,True,True,False,False,False,False,False,False,False
253,,1.0,,,,,,,,,gnn|sweet|prediction threshold=0.378,False,False,True,False,False,False,False,False,False,False
254,,1.0,,,,,,,,,rf|earthy|prediction threshold=0.209,False,False,False,False,False,False,False,False,False,False
255,,1.0,,,,,,,,,gnn|waxy|prediction threshold=0.112,False,False,False,False,False,False,False,False,False,True
256,,1.0,,,,,,,,,gnn|earthy|prediction threshold=0.524,False,False,True,False,False,False,False,False,False,False
257,PG,0.1,,,,,,,,,rf|mint|prediction threshold=0.129,False,False,False,False,False,False,False,False,True,False
258,PG,0.1,,,,,,,,,gnn|cooling|prediction threshold=0.219,False,False,False,False,False,False,False,True,False,False
259,PG,0.1,,,,,,,,,gnn|buttery|prediction threshold=0.223,False,True,False,False,False,False,False,False,True,False
260,,1.0,10.0,55.0,10.0,10.0,contaminated,,unknown,Unknown phenolic impurity,rf|not medicinal|prediction threshold=0.094,False,False,True,False,True,False,False,False,False,True
261,neat,1.0,10.0,55.0,10.0,10.0,inconclusive,,unknown,,gnn|not powdery|prediction threshold=0.400,False,False,False,False,False,True,False,False,True,False
262,neat,1.0,,,,,,,,,gnn|metallic|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
263,,1.0,,,,,,,,,rf|coffee|prediction threshold=0.074,False,False,False,False,False,False,False,False,False,False
264,,1.0,,,,,,,,,rf|green|prediction threshold=0.264,False,True,False,True,False,False,False,False,False,False
265,PG,0.1,,,,,,,,,gnn|citrus|prediction threshold=0.550,False,False,False,False,False,False,False,False,True,False
266,,1.0,,,,,,,,,gnn|nutty|prediction threshold=0.644,False,True,False,False,False,False,False,False,True,False
267,,1.0,,,,,,,,,rf|mint|prediction threshold=0.136,False,True,False,False,False,False,False,True,True,False
268,,1.0,,,,,,,,Suspected sulfurous impurity,gnn|tropical|prediction threshold=0.511,False,False,False,False,True,False,False,False,False,False
269,PG,0.1,,,,,,,,,gnn|pine|prediction threshold=0.171,False,False,True,False,False,False,False,True,False,False
270,PG,0.1,8.0,45.0,10.0,10.0,clean,,neutral,,rf|not tropical|prediction threshold=0.232,False,False,False,False,False,True,False,True,False,False
271,PG,0.1,10.0,55.0,10.0,10.0,mixed,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,neutral,,gnn|not pine|prediction_threshold=0.4,False,False,False,False,True,False,False,False,False,True
272,PG,0.1,,,,,,,,,gnn|musty|prediction threshold=0.400,False,False,False,False,False,False,False,False,True,False
273,PG,0.2,10.0,45.0,10.0,10.0,mixed,,unknown,,rf|cooling|prediction threshold=0.038,False,True,False,False,False,False,False,False,False,False
274,PG,0.1,,,,,,,,,gnn|citrus|prediction threshold=0.162,False,False,False,False,False,True,False,True,False,False
275,,1.0,,,,,,,,,rf|dairy|prediction threshold=0.046,False,False,False,False,False,False,True,False,False,False
276,PG,0.1,,,,,,,,,rf|not tomato|prediction threshold=0.024,False,True,False,False,True,False,False,False,False,False
277,PG,0.2,,,,,,,,,gnn|powdery|prediction threshold=0.494,False,False,True,False,False,True,False,False,False,False
278,MO,0.5,,,,,,,,,gnn|not spicy|prediction threshold=0.400,True,False,True,False,False,False,False,False,False,False
279,PG,0.01,,,,,,,,,gnn|buttery|prediction threshold=0.146,False,False,False,False,False,False,True,False,True,False
280,PG,0.1,,,,,,,,,rf|not earthy|prediction threshold=0.209,False,False,True,False,False,False,False,False,False,False
281,PG,0.01,,,,,,,,,rf|buttery|prediction threshold=0.072,False,False,False,False,False,False,False,False,True,False
282,PG,0.3,,,,,,,,,gnn|tomato|prediction threshold=0.166,False,True,False,False,False,False,False,False,True,False
283,PG,0.1,,,,,,,,,gnn|woody|prediction threshold=0.250,False,False,True,False,False,True,False,False,False,False
284,neat,1.0,,,,,,,,,gnn|not woody|prediction threshold=0.400,False,False,False,False,True,False,False,False,False,True
285,PG,0.2,,,,,,,,,rf|not berry|prediction threshold=0.060,False,False,False,False,True,False,False,False,False,False
286,PG,0.001,10.0,45.0,10.0,10.0,clean,,neutral,,gnn|cucumber|prediction threshold=0.400,False,False,False,True,False,False,False,True,False,False
287,,1.0,,,,,,,,Suspected sulfurous impurity,gnn|meaty|prediction threshold=0.634,True,False,False,False,False,False,True,True,False,False
288,PG,0.3,,,,,,,,,gnn|not cucumber|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,False
289,neat,1.0,,,,,,,,Low intensity,gnn|buttery|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,False
290,,1.0,,,,,,,,Low intensity,rf|hay|prediction threshold=0.166,False,True,True,False,False,False,True,False,False,False
291,PG,0.015,,,,,,,,,gnn|rummy|prediction threshold=0.252,False,False,False,False,True,False,False,True,False,False
292,,1.0,,,,,,,,Low intensity,gnn|tomato|prediction threshold=0.105,False,True,False,False,False,False,False,False,True,False
293,PG,0.1,,,,,,,,,rf|fruity|prediction threshold=0.390,False,True,False,False,False,False,False,False,False,False
294,,1.0,,,,,,,,,gnn|caramellic|prediction threshold=0.613,False,False,False,False,False,True,False,False,False,False
295,PG,0.1,,,,,,,,,gnn|not nutty|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,True
296,,1.0,,,,,,,,,gnn|grassy|prediction threshold=0.106,False,True,True,True,False,False,False,False,False,False
297,PG,0.1,,,,,,,,,rf|dairy|prediction threshold=0.038,True,True,False,False,False,False,False,False,True,False
298,,1.0,,,,,,,,Low intensity,gnn|caramellic|prediction threshold=0.530,False,True,False,False,False,False,False,False,False,False
299,,1.0,,,,,,,,Low intensity,gnn|fatty|prediction threshold=0.174,False,False,False,False,True,False,True,False,False,False
300,,1.0,,,,,,,,,rf|nutty|prediction threshold=0.298,False,False,False,False,False,False,False,False,True,False
301,,1.0,,,,,,,,,gnn|garlic|prediction threshold=0.067,True,False,False,False,False,False,False,False,True,False
302,,1.0,,,,,,,,,rf|sharp|prediction threshold=0.060,False,False,True,False,False,False,False,False,False,False
303,,1.0,,,,,,,,Low intensity,rf|not orange|prediction threshold=0.044,False,False,True,False,False,True,False,False,False,False
304,,1.0,,,,,,,,,rf|powdery|prediction threshold=0.104,False,False,True,False,False,False,False,False,False,False
305,PG,0.1,10.0,55.0,10.0,10.0,contaminated,,unknown,Confirmed smoky/camphor impurity,rf|fermented|prediction threshold=0.104,False,False,False,False,False,False,False,True,False,False
306,water,0.1,,,,,,,,Accidentally included in study - misplaced bottle,,True,True,False,False,False,False,False,False,False,False
307,,1.0,10.0,55.0,10.0,10.0,contaminated,,unknown,Confirmed fishy impurity,rf|mint|prediction threshold=0.136,False,True,False,False,False,False,False,True,False,False
308,,1.0,,,,,,,,,gnn|herbal|prediction threshold=0.519,False,True,False,False,True,False,False,False,False,True
309,PG,0.01,,,,,,,,,gnn|lemon|prediction threshold=0.138,False,False,False,False,False,False,False,False,False,False
310,PG,0.1,,,,,,,,,gnn|grassy|prediction threshold=0.157,False,False,False,False,False,False,False,False,False,False
311,PG,0.1,,,,,,,,,rf|buttery|prediction threshold=0.062,False,True,False,False,True,False,False,False,False,False
312,PG,0.1,,,,,,,,,gnn|herbal|prediction threshold=0.400,False,True,True,False,False,False,False,False,False,True
313,,1.0,,,,,,,,,gnn|honey|prediction threshold=0.183,False,False,True,False,False,False,False,False,False,False
314,PG,0.1,10.0,55.0,10.0,10.0,mixed,,unknown,,gnn|citrus|prediction threshold=0.550,False,False,False,True,False,False,False,False,False,False
315,PG,0.01,,,,,,,,,rf|fatty|prediction threshold=0.090,False,False,True,False,False,False,False,False,False,False
316,ddH20,0.01,,,,,,,,Low intensity,gnn|dairy|prediction threshold=0.222,False,True,False,False,False,False,False,False,True,False
317,PG,0.1,,,,,,,,,gnn|herbal|prediction threshold=0.256,False,False,True,False,False,False,False,False,False,False
318,,1.0,,,,,,,,,rf|jasmin|prediction threshold=0.036,False,False,False,False,False,False,False,False,False,False
319,PG,0.1,,,,,,,,,rf|fatty|prediction threshold=0.096,False,False,True,False,False,False,False,False,False,True
320,neat,1.0,,,,,,,,,rf|fruity|prediction threshold=0.400,False,True,False,False,False,False,False,False,False,True
321,,1.0,,,,,,,,,gnn|rose|prediction threshold=0.282,False,False,False,False,False,False,False,False,False,False
322,,1.0,,,,,,,,,rf|cucumber|prediction threshold=0.010,False,False,False,False,True,False,False,False,False,False
323,,1.0,,,,,,,,,rf|nutty|prediction threshold=0.248,False,False,False,False,False,False,False,False,True,False
324,MO,0.01,,,,,,,,,gnn|woody|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
325,PG,0.1,,,,,,,,,rf|alcoholic|prediction threshold=0.048,False,True,False,False,False,False,False,False,True,False
326,,1.0,,,,,,,,,gnn|powdery|prediction threshold=0.393,False,False,True,False,False,True,False,False,False,False
327,PG,0.1,,,,,,,,,rf|not musty|prediction threshold=0.118,False,False,False,False,True,False,False,False,False,False
328,PG,0.1,,,,,,,,Suspected PH3 impurity,rf|tomato|prediction threshold=0.024,False,False,False,False,False,False,False,False,True,False
329,PG,0.05,,,,,,,,,gnn|lemon|prediction threshold=0.162,False,False,True,False,False,False,False,True,False,True
330,,1.0,,,,,,,,,rf|citrus|prediction threshold=0.072,False,False,True,False,True,False,False,False,False,True
331,,1.0,,,,,,,,,rf|hay|prediction threshold=0.052,False,False,True,False,False,False,False,False,False,False
332,PG,0.1,,,,,,,,,rf|jasmin|prediction threshold=0.036,False,True,True,False,False,False,False,False,False,True
333,PG,0.01,10.0,55.0,10.0,10.0,clean,,neutral,,gnn|dairy|prediction threshold=0.194,False,False,False,False,False,False,True,False,True,False
334,PG,0.015,,,,,,,,,gnn|not dairy|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,False
335,neat,1.0,,,,,,,,Low intensity,gnn|mint|prediction threshold=0.400,False,False,False,True,False,True,False,False,False,False
336,PG,0.1,,,,,,,,,gnn|meaty|prediction threshold=0.641,True,True,False,False,False,False,False,False,True,False
337,,1.0,,,,,,,,,rf|caramellic|prediction threshold=0.164,False,False,False,False,False,False,True,False,False,False
338,,1.0,,,,,,,,Low intensity,gnn|hay|prediction threshold=0.513,False,False,True,False,False,False,False,False,False,False
339,,1.0,,,,,,,,Low intensity,gnn|floral|prediction threshold=0.751,False,False,False,False,False,False,False,False,False,False
340,PG,0.2,,,,,,,,,rf|not rose|prediction threshold=0.199,False,False,True,False,False,False,False,False,False,True
341,neat,1.0,10.0,55.0,10.0,15.0,mixed,,good,,gnn|not berry|prediction threshold=0.400,False,False,False,False,True,True,False,False,False,False
342,PG,0.1,,,,,,,,Low intensity,gnn|earthy|prediction threshold=0.430,False,False,False,False,False,False,False,True,False,False
343,,1.0,,,,,,,,,rf|orange|prediction threshold=0.060,False,False,True,False,False,False,False,False,False,False
344,,1.0,,,,,,,,Low intensity,rf|not herbal|prediction threshold=0.618,False,False,True,False,True,False,False,False,False,True
345,neat,1.0,,,,,,,,,gnn|not apple|prediction threshold=0.400,False,False,False,False,False,False,False,False,False,True
346,neat,1.0,,,,,,,,,gnn|metallic|prediction threshold=0.400,False,True,True,False,False,False,False,False,False,True
347,PG,0.01,,,,,,,,,gnn|not caramellic|prediction threshold=0.400,False,True,False,False,True,False,False,True,False,True
348,PG,0.1,10.0,55.0,10.0,10.0,clean,,neutral,,gnn|cooling|prediction threshold=0.400,False,True,False,False,False,False,False,False,False,False
349,PG,0.05,,,,,,,,,gnn|not fruity|prediction threshold=0.400,True,False,False,False,False,False,False,True,False,False
350,,1.0,10.0,55.0,10.0,10.0,contaminated,CCOC1=CC=CC=C1,unknown,,rf|not vanilla|prediction threshold=0.082,False,False,True,False,True,False,False,False,False,True
351,PG,0.001,,,,,,,,Suspected methanethiol impurity,rf|sulfurous|prediction threshold=0.400,True,False,False,False,False,False,False,False,False,False
352,,1.0,,,,,,,,,gnn|herbal|prediction threshold=0.256,False,True,True,False,False,False,False,False,False,True
353,PG,0.1,,,,,,,,,rf|coffee|prediction threshold=0.166,False,False,False,True,False,False,False,False,True,False
354,PG,0.65,,,,,,,,,rf|garlic|prediction threshold=0.078,False,True,False,False,False,True,False,False,False,False
355,PG,0.8,,,,,,,,,rf|cooling|prediction threshold=0.026,False,True,False,False,False,False,False,True,False,False
356,PG,0.1,,,,,,,,,gnn|green|prediction threshold=0.297,False,False,False,False,False,False,False,False,True,False
357,PG,0.1,,,,,,,,,rf|honey|prediction threshold=0.116,False,False,True,False,False,False,True,False,False,False
358,neat,1.0,,,,,,,,Low intensity,gnn|powdery|prediction threshold=0.400,False,False,True,False,False,True,False,False,False,False
359,,1.0,,,,,,,,,rf|garlic|prediction threshold=0.026,False,True,False,False,False,False,False,False,True,False
360,PG,0.1,,,,,,,,,rf|sweet|prediction threshold=0.350,False,False,False,False,False,False,False,False,True,False
361,PG,0.1,,,,,,,,,gnn|not musk|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
362,PG,0.01,,,,,,,,,gnn|smoky|prediction threshold=0.419,False,False,False,False,False,False,False,False,True,False
363,PG,0.001,,,,,,,,,gnn|tropical|prediction threshold=0.400,True,False,False,False,False,False,False,False,False,False
364,PG,0.1,,,,,,,,,rf|not spicy|prediction threshold=0.470,False,False,True,False,False,False,False,False,False,False
365,,1.0,,,,,,,,,rf|waxy|prediction threshold=0.054,False,False,False,False,True,True,False,False,False,True
366,PG,0.01,,,,,,,,,gnn|medicinal|prediction threshold=0.261,False,False,False,False,False,False,False,False,False,False
367,,1.0,,,,,,,,,gnn|earthy|prediction threshold=0.430,False,False,True,False,False,False,False,False,False,True
368,PG,0.01,10.0,55.0,10.0,10.0,clean,,neutral,,rf|earthy|prediction threshold=0.154,False,False,False,False,False,False,False,False,False,False
369,,1.0,10.0,55.0,10.0,10.0,contaminated,,bad,Confirmed nutty impurity,gnn|not coffee|prediction threshold=0.400,False,True,False,False,False,False,False,False,False,False
370,,1.0,10.0,55.0,10.0,20.0,contaminated,,bad,,gnn|cheesy|prediction threshold=0.132,False,False,False,False,False,False,True,False,False,False
371,,1.0,,,,,,,,,rf|orange|prediction threshold=0.044,False,False,True,False,False,False,True,False,False,False
372,PG,0.01,,,,,,,,,gnn|not jasmin|prediction threshold=0.400,False,True,True,False,False,False,False,False,False,False
373,PG,0.1,10.0,55.0,10.0,2.0,mixed,,unknown,,gnn|dairy|prediction threshold=0.222,True,False,False,False,False,False,True,False,True,False
374,neat,1.0,,,,,,,,Low intensity,gnn|orange|prediction threshold=0.400,False,True,True,False,True,False,False,False,False,True
375,neat,1.0,,,,,,,,,gnn|not sour|prediction threshold=0.400,False,True,True,False,False,False,False,False,False,False
376,PG,0.1,,,,,,,,,gnn|honey|prediction threshold=0.348,False,False,True,False,False,False,False,False,False,False
377,PG,0.1,,,,,,,,,rf|garlic|prediction threshold=0.078,False,True,False,True,False,False,False,True,False,False
378,PG,0.25,,,,,,,,,gnn|grassy|prediction threshold=0.155,False,False,False,True,False,False,False,False,True,False
379,,1.0,,,,,,,,,gnn|coconut|prediction threshold=0.085,False,False,False,False,False,False,False,False,False,False
380,PG,0.01,,,,,,,,,gnn|not animal|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
381,PG,0.1,,,,,,,,,rf|cheesy|prediction threshold=0.060,True,False,True,False,False,False,False,False,False,False
382,PG,0.1,,,,,,,,Low intensity,gnn|fatty|prediction threshold=0.400,False,True,False,True,False,False,False,True,False,False
383,,1.0,10.0,55.0,10.0,20.0,contaminated,,unknown,,rf|honey|prediction threshold=0.116,False,True,True,False,False,False,False,False,False,True
384,,1.0,,,,,,,,Low intensity,gnn|buttery|prediction threshold=0.223,False,False,False,False,False,False,False,False,True,False
385,,1.0,,,,,,,,,rf|grassy|prediction threshold=0.028,False,False,False,False,False,False,False,False,False,False
386,PG,0.1,,,,,,,,,gnn|spicy|prediction threshold=0.393,False,False,False,True,False,False,False,False,True,False
387,,1.0,,,,,,,,Low intensity,rf|dairy|prediction threshold=0.046,False,True,True,False,False,False,False,False,False,False
388,PG,0.1,,,,,,,,,gnn|spicy|prediction threshold=0.400,False,False,True,False,False,False,False,False,False,False
389,,1.0,,,,,,,,,rf|not camphoreous|prediction threshold=0.064,False,False,True,True,False,True,False,False,False,False
390,PG,0.1,,,,,,,,,gnn|sulfurous|prediction threshold=0.400,True,False,False,False,False,False,False,False,False,False
391,,1.0,,,,,,,,,rf|not buttery|prediction threshold=0.062,False,False,True,False,True,False,False,False,False,True
392,PG,0.2,,,,,,,,,rf|musk|prediction threshold=0.022,False,True,False,False,False,False,False,False,False,False
393,,1.0,,,,,,,,,rf|spicy|prediction threshold=0.214,False,False,True,True,False,False,False,False,False,False
394,,1.0,,,,,,,,Low intensity,gnn|powdery|prediction threshold=0.393,False,False,True,False,False,True,False,False,False,True
395,PG,0.01,,,,,,,,,gnn|pine|prediction threshold=0.171,False,False,True,False,False,False,False,False,False,False
396,PG,0.3,,,,,,,,,gnn|ozone|prediction threshold=0.400,False,False,True,True,False,False,False,True,False,True
397,PG,0.1,,,,,,,,,gnn|musk|prediction threshold=0.084,False,False,True,False,False,True,False,False,False,False
398,PG,0.1,10.0,55.0,10.0,10.0,contaminated,,unknown,,rf|green|prediction threshold=0.264,False,False,False,False,False,False,False,False,False,False
399,neat,1.0,,,,,,,,Low intensity,gnn|not floral|prediction threshold=0.400,False,False,True,False,False,False,True,False,False,False
