RedJade Code,0,1
222,0.55057156,-0.15229261
854,-0.20247756,-0.9387096
541,-0.117599726,0.3771931
417,0.10159167,0.52206594
229,-0.59794897,0.83000284
201,-0.16000073,0.24740268
480,-0.21584564,-0.123482354
321,-0.06944825,-0.3618502
322,-0.14381488,0.50415254
764,-0.23007171,-0.5905856
898,0.003184041,-0.12810098
85,1.1390197,-0.16132607
240,-0.46255994,-0.28708217
116,0.08106382,0.42184407
887,-0.3074007,-0.13007846
534,0.8079399,-0.041504886
230,0.9815988,-0.40695453
620,1.2076029,-0.16663857
109,-0.442497,-0.20545316
428,-0.2540528,0.057926074
954,0.1879185,0.012328942
694,-0.15657248,0.6306778
206,0.3225171,-0.13180429
595,-0.17094538,-0.26916122
405,-0.43145505,-0.16042273
504,-0.1585955,0.30906314
153,-0.26208946,-0.93790597
760,0.28445348,0.21927659
368,-0.40882275,-0.12683792
569,0.28687492,0.41287977
294,-0.44812316,-0.16863637
194,0.3713393,0.20321892
401,1.0816941,-0.20485948
137,-0.20002787,0.040071376
245,-0.42587045,-0.11789824
474,-0.2619329,0.17420612
472,0.08424361,0.568824
258,-0.24890102,-0.5852156
868,0.5734486,0.33739418
473,-0.13875741,-0.00012737047
491,-0.5245172,0.97420335
703,-0.19563235,0.3235654
741,-0.07136798,-0.5692927
896,-0.33804524,-0.57016367
950,-0.17785217,-0.73614
560,0.45883676,0.23961782
822,-0.45747602,1.1617389
861,0.40994045,0.2489127
87,-0.097848564,-0.5168469
926,-0.1361199,-0.2633321
416,0.022713447,0.018650826
120,-0.12369219,0.1318918
64,-0.43145603,-0.35075614
445,-0.40288934,-0.10702294
105,-0.18145728,-0.3747446
693,-0.3427685,-0.18942638
6,-0.17052959,0.22987737
103,0.17492148,0.018227845
18,-0.66258895,-0.010462152
125,-0.44637382,-0.4233669
370,0.23588103,0.025626421
665,-0.40029857,0.6915776
38,-0.4559745,0.8848445
834,-0.1678497,0.2311292
12,-0.18315934,0.49377194
319,-0.40155563,-0.5339003
306,-0.66894966,-0.0732086
400,0.2202658,-0.51712453
934,-0.49898317,-0.1023426
680,-0.21267307,-0.023937868
424,-0.4087249,0.83420634
791,-0.071175404,-0.22733423
484,-0.47375536,-0.054948382
36,-0.44402215,0.10893057
790,0.37834617,0.14344977
487,-0.4338049,-0.46783623
847,-0.43266997,-0.24664676
539,-0.025084713,-0.7360686
165,-0.6113879,-0.007858502
999,-0.426729,-0.23919088
544,-0.16111924,0.25289756
985,-0.45490828,-0.15529576
965,1.0599405,0.28603575
471,-0.44964993,0.9455984
82,-0.57685375,0.41763964
272,0.033537894,-0.24982136
931,-0.6055373,-0.0044273343
460,-0.57803804,-0.36083803
451,-0.09659413,-0.25998172
403,0.79113525,0.23736084
470,-0.15370336,-0.139424
324,-0.07524271,0.15352792
482,-0.439376,1.1479847
594,0.046834398,0.06016788
848,0.090887435,0.11769013
963,-0.23599052,-0.61865246
500,-0.13861355,-0.2621595
638,0.22349145,0.16891971
273,0.23996602,0.2023258
17,-0.35117236,-0.4375585
121,-0.5294253,-0.19044073
131,0.6037649,0.019645618
149,-0.3750793,-0.14800376
161,0.041016754,-0.40321776
171,0.45044717,-0.2784318
188,1.0300767,-0.096989274
210,-0.1419128,-0.76006836
238,-0.30157802,-0.1746875
239,-0.06891732,0.41615254
261,0.34140113,-0.104924254
315,-0.47141182,-0.44961062
366,-0.6070969,0.14525206
386,-0.52833354,0.08170363
413,0.30742103,0.0803344
414,-0.5573917,-0.26402068
434,-0.4984025,-0.5778271
457,-0.20866816,-0.08524927
507,-0.28151807,-0.08023231
550,0.25932944,0.49719775
554,0.0648581,-0.20123409
568,-0.504638,-0.22251692
571,-0.29513904,-0.37888008
578,0.28988448,-0.27045277
586,0.13231945,-0.44060728
596,0.796377,0.056681626
607,0.6526401,0.7797008
615,-0.43847674,-0.64457345
692,0.5490218,0.21235055
699,-0.6891281,0.22564524
700,0.58542067,0.094529845
710,0.68823063,0.2652337
713,1.2444211,-0.08136509
721,-0.5127983,-0.15363443
724,-0.44986552,-0.34224376
728,-0.3992349,-0.4492447
